bodyweight_kg,bench_kg
89.81,
99.79,229.06
99.79,206.38
99.79,195.04
99.79,195.04
99.79,210.92
99.79,156.49
99.79,161.03
99.79,124.74
99.79,142.88
99.79,185.97
109.77,215.46
109.77,210.92
109.77,210.92
109.77,210.92
109,165.56
124.74,201.85
124.74,167.83
124.74,149.69
125.19,249.48
125.19,258.55
125.19,260.82
47.26,102.06
52.71,92.99
53.52,108.86
53.16,77.11
63.05,136.08
62.14,145.15
63.05,131.54
60.78,97.52
64.86,
74.84,158.76
68.04,145.15
73.48,133.81
74.39,142.88
71.21,129.27
71.26,102.06
78.93,179.17
81.83,188.24
80.38,154.22
88.45,204.12
88.13,226.8
85.28,183.7
83.01,204.12
85.73,190.51
84.37,170.1
84.82,149.69
86.18,172.37
88.45,158.76
89.36,167.83
88.09,147.42
99.79,226.8
96.62,165.56
94.8,158.76
91.26,
107.5,244.94
107.95,204.12
108.41,174.63
106.68,188.24
109.77,185.97
107.95,183.7
106.14,138.35
100.24,129.27
123.38,254.01
121.56,244.94
120.66,249.48
124.74,192.78
113.58,156.49
116.12,167.83
115.76,165.56
138.53,235.87
126.55,226.8
142.88,197.31
137.89,179.17
143.34,181.44
,
,
51.71,120.2
51.71,111.13
51.53,113.4
48.08,97.52
51.17,92.99
46.99,92.99
50.94,65.77
49.17,47.63
49.62,
55.7,147.42
54.25,127.01
55.61,108.86
57.79,170.1
59.69,140.61
59.87,127.01
58.15,115.67
58.69,90.72
59.69,95.25
64.59,229.06
67.13,199.58
65.77,206.38
66.68,197.31
67.13,206.38
67.04,183.7
64.59,192.78
65.23,183.7
63.68,188.24
65.14,174.63
66.68,165.56
62.14,158.76
61.69,145.15
65.77,158.76
66.13,142.88
60.33,129.27
73.84,226.8
74.3,206.38
73.62,217.72
74.66,199.58
74.48,188.24
74.84,201.85
72.85,165.56
73.12,158.76
72.76,151.95
72.57,154.22
72.8,122.47
68.95,136.08
74.03,129.27
82.1,263.08
81.1,204.12
80.29,226.8
81.37,206.38
82.1,215.46
80.56,201.85
79.65,201.85
80.29,210.92
79.83,183.7
82.1,174.63
77.11,170.1
80.92,
89.63,265.35
88.45,199.58
86.91,188.24
88.9,204.12
89.36,185.97
84.82,161.03
83.91,147.42
87.72,156.49
89.81,
89.63,219.99
95.16,238.14
94.44,240.4
94.89,233.6
97.79,206.38
92.99,213.19
93.53,199.58
109.32,292.57
106.32,265.35
106.78,242.67
108.95,240.4
109.09,233.6
105.69,204.12
108.14,192.78
102.06,181.44
105.6,183.7
103.15,151.95
108.05,260.82
108.23,
112.94,276.69
120.75,235.87
122.2,217.72
114.03,181.44
116.85,188.24
111.77,192.78
111.22,183.7
114.03,
133.36,340.19
155.04,292.57
130.09,247.21
141.25,233.6
126.19,226.8
131.45,226.8
158.49,219.99
127.01,192.78
127.28,183.7
141.79,
127.55,183.7
163.66,256.28
51.71,158.76
51.26,120.2
50.71,124.74
55.79,172.37
55.34,154.22
55.16,147.42
55.79,136.08
55.79,120.2
55.79,120.2
52.16,127.01
59.87,183.7
59.87,167.83
58.97,158.76
58.79,156.49
59.6,161.03
59.24,145.15
59.42,147.42
58.51,219.99
59.42,161.03
62.41,197.31
65.32,183.7
67.13,156.49
66.86,167.83
66.22,167.83
66.22,149.69
67.13,149.69
63.05,149.69
64.77,127.01
64.64,117.93
73.84,226.8
74.39,197.31
72.12,217.72
73.94,192.78
73.03,181.44
68.95,165.56
72.57,106.59
81.37,251.74
82.1,240.4
82.1,219.99
80.83,192.78
80.29,204.12
82.1,199.58
79.02,181.44
80.01,181.44
78.47,192.78
82.1,185.97
78.29,170.1
78.38,154.22
81.65,
89.09,256.28
88.45,233.6
89.81,219.99
84.82,215.46
89.18,219.99
88.99,199.58
89.81,167.83
87.09,192.78
88,142.88
89.81,
98.07,258.55
95.25,249.48
99.79,226.8
97.98,229.06
99.7,240.4
97.52,201.85
107.95,319.78
109.77,294.84
107.05,235.87
101.7,242.67
109.77,226.8
105.69,195.04
108.86,210.92
102.15,183.7
107.05,136.08
106.59,238.14
124.74,285.76
124.74,233.6
124.74,249.48
124.74,224.53
113.4,219.99
114.31,183.7
124.74,267.62
142.43,351.53
148.78,242.67
146.51,233.6
155.13,226.8
125.46,
,
,
,
50.44,70.31
54.98,113.4
54.61,99.79
55.52,88.45
66.5,140.61
65.41,131.54
63.05,117.93
64.32,117.93
66.5,115.67
61.78,124.74
65.95,113.4
66.41,102.06
62.23,108.86
61.14,92.99
70.67,154.22
73.57,158.76
69.67,149.69
72.67,136.08
69.04,113.4
69.94,86.18
74.57,79.38
75.93,151.95
80.47,131.54
80.83,131.54
81.47,115.67
85.73,179.17
88.81,183.7
85.68,127.01
92.99,181.44
94.53,156.49
95.35,165.56
99.52,149.69
96.34,124.74
95.44,151.95
96.75,140.61
97.7,120.2
98.61,
100.97,197.31
108.45,170.1
106.59,183.7
106.82,145.15
109.04,156.49
108.23,136.08
104.14,127.01
103.83,108.86
105.96,
113.49,185.97
117.12,165.56
110.04,183.7
111.49,163.29
109.95,154.22
124.19,127.01
128.82,106.59
46.81,102.06
48.4,79.38
55.02,149.69
55.79,104.33
59.01,133.81
59.28,104.33
57.74,83.91
63.73,161.03
66.54,124.74
62.78,115.67
63.55,122.47
60.51,99.79
72.48,163.29
68.72,142.88
70.22,136.08
73.53,133.81
71.85,140.61
68.36,111.13
69.26,138.35
68.22,106.59
81.83,190.51
77.66,156.49
79.38,151.95
81.1,108.86
77.16,111.13
82.42,183.7
83.32,167.83
82.92,163.29
83.01,149.69
98.16,183.7
91.44,192.78
90.9,165.56
95.44,147.42
96.8,142.88
93.58,145.15
97.07,108.86
94.94,102.06
104.24,235.87
106.41,174.63
111.4,183.7
131.9,183.7
126.19,
49.62,108.86
55.34,129.27
52.16,151.95
54.79,133.81
57.88,142.88
59.87,
57.52,
66.77,163.29
66.86,136.08
61.05,138.35
67.13,
67.13,
66.04,136.08
73.75,188.24
74.3,165.56
68.4,163.29
79.2,215.46
79.47,
87.27,238.14
88.27,174.63
87.91,174.63
88.99,
85.37,272.16
94.26,219.99
89.9,204.12
92.9,197.31
97.79,181.44
99.79,
99.79,
91.53,156.49
97.89,208.65
96.8,
108.59,174.63
107.68,179.17
100.33,165.56
100.61,142.88
109.68,108.86
122.92,224.53
124.28,204.12
124.74,
127.64,249.48
126.46,210.92
137.26,165.56
51.53,138.35
51.71,77.11
55.79,156.49
55.79,136.08
55.47,113.4
54.7,102.06
56,
59.01,154.22
59.87,113.4
57.79,129.27
66.54,256.28
64.73,206.38
66.72,142.88
60.28,129.27
66.68,95.25
66.04,106.59
66.77,90.72
66.54,
67.5,
67.5,
67.5,
64,142.88
73.62,195.04
72.67,195.04
72.98,201.85
70.99,179.17
71.67,183.7
70.26,165.56
70.67,
70.58,122.47
70.03,147.42
76.97,190.51
80.69,195.04
81.24,195.04
81.47,188.24
80.24,204.12
80.83,197.31
79.06,183.7
77.88,165.56
78.06,124.74
82.5,
81.74,
89.81,219.99
88.09,249.48
89.22,231.33
88.41,174.63
83.69,154.22
83.73,147.42
90,
90,
97.89,247.21
90.63,231.33
98.7,226.8
92.53,226.8
98.88,151.95
90.72,127.01
100,
103.78,265.35
106,199.58
106.91,183.7
110,
110,
110,
123.47,249.48
116.53,226.8
123.29,195.04
114.35,136.08
125,
142.97,276.69
158.21,288.03
148.28,242.67
153.22,204.12
,
54.75,163.29
55.38,111.13
58.65,120.2
59.78,138.35
58.6,86.18
58.65,99.79
65.86,156.49
64.36,163.29
74.21,249.48
70.76,142.88
74.16,113.4
67.27,86.18
73.53,188.24
77.11,210.92
79.51,167.83
82.01,104.33
81.96,
86.77,215.46
89.72,231.33
88.9,204.12
88.09,117.93
83.87,
83.69,97.52
87.54,174.63
91.99,242.67
94.44,217.72
96.39,145.15
91.13,161.03
91.26,170.1
98.07,165.56
92.08,
96.89,226.8
109.23,174.63
108.64,190.51
99.93,154.22
108.59,90.72
122.47,226.8
112.49,183.7
112.72,208.65
111.31,102.06
133.99,181.44
127.01,215.46
149.23,181.44
50.98,129.27
51.3,158.76
54.88,195.04
55.7,190.51
55.07,124.74
55.61,165.56
55.79,170.1
59.28,247.21
59.78,197.31
59.83,158.76
58.97,142.88
59.74,179.17
65.86,204.12
65.95,210.92
67.04,185.97
64.77,199.58
67.13,158.76
61.42,120.2
66.04,188.24
65.77,256.28
74.3,260.82
73.75,224.53
70.76,174.63
72.71,156.49
71.08,142.88
81.1,240.4
81.06,215.46
76.93,217.72
75.11,179.17
76.2,201.85
77.88,142.88
80.6,158.76
82.1,167.83
80.6,172.37
76.88,192.78
86.73,263.08
88.99,251.74
88.59,265.35
89.72,226.8
88.09,217.72
89.54,226.8
89.63,215.46
87.68,201.85
85.87,120.2
87.45,204.12
86.05,233.6
97.16,294.84
96.12,301.64
97.79,294.84
98.07,290.3
99.79,215.46
96.57,204.12
94.48,219.99
99.79,206.38
90.26,188.24
91.49,163.29
106.14,303.91
106.68,217.72
109.77,215.46
100.97,219.99
108.95,197.31
107.86,142.88
111.77,283.5
118.3,294.84
122.65,303.91
120.11,242.67
121.56,235.87
117.93,210.92
122.65,249.48
133.27,260.82
136.44,226.8
141.97,328.85
50.08,122.47
48.76,111.13
47.94,90.72
46.27,
59.69,154.22
57.52,154.22
58.69,
66.77,197.31
66.5,167.83
63.91,167.83
63.41,142.88
60.46,124.74
66.72,129.27
63.55,
66.77,
74.16,249.48
73.62,229.06
73.53,215.46
74.71,217.72
74.84,215.46
71.62,204.12
74.57,183.7
71.26,174.63
74.03,158.76
71.21,183.7
67.9,167.83
74.75,174.63
74.8,161.03
74.03,156.49
68.04,167.83
72.08,158.76
72.57,156.49
74.84,129.27
70.76,136.08
74.66,83.91
73.8,158.76
67.22,108.86
80.29,229.06
76.7,199.58
78.79,199.58
82.05,199.58
78.02,174.63
75.7,163.29
81.19,156.49
79.33,151.95
80.65,136.08
82.05,174.63
83.28,190.51
83.82,176.9
88.36,181.44
83.69,174.63
84.87,149.69
83.05,151.95
84.87,120.2
82.87,106.59
86.18,233.6
91.63,244.94
97.66,208.65
96.25,242.67
96.48,183.7
98.66,206.38
92.08,170.1
97.11,183.7
93.17,165.56
90.45,145.15
92.76,81.65
108.95,204.12
104.51,229.06
109.63,226.8
107.5,226.8
100.61,226.8
107.55,201.85
109.54,199.58
107.5,192.78
102.83,183.7
103.28,172.37
105.91,172.37
109.18,156.49
109.77,127.01
106.87,147.42
101.97,
116.62,235.87
121.11,210.92
116.53,229.06
120.43,238.14
121.93,226.8
117.16,188.24
113.99,195.04
112.63,183.7
121.02,154.22
114.76,142.88
157.71,322.05
143.2,317.51
136.4,288.03
131.63,288.03
149.23,272.16
127.91,217.72
131.54,185.97
51.26,104.33
50.8,90.72
54.88,95.25
55.34,52.16
59.87,81.65
66.22,136.08
62.14,127.01
63.96,81.65
73.48,161.03
74.39,111.13
68.49,106.59
68.95,115.67
72.12,106.59
71.67,117.93
77.56,183.7
78.47,183.7
80.29,145.15
81.19,115.67
86.18,183.7
87.09,165.56
88.45,142.88
88,149.69
97.07,138.35
105.23,163.29
100.7,158.76
108.86,120.2
100.7,92.99
112.49,183.7
124.74,163.29
118.39,136.08
51.26,124.74
50.8,99.79
50.8,90.72
55.34,127.01
53.98,131.54
59.87,149.69
59.42,142.88
57.15,136.08
58.97,113.4
62.14,165.56
66.68,156.49
67.13,158.76
62.14,117.93
62.6,113.4
65.32,83.91
71.67,231.33
71.67,190.51
73.03,172.37
70.76,176.9
71.67,165.56
69.85,117.93
71.67,142.88
71.21,108.86
73.48,106.59
72.57,106.59
77.11,233.6
77.56,208.65
78.47,185.97
81.65,183.7
81.19,154.22
80.74,183.7
78.02,156.49
80.29,151.95
80.74,133.81
81.19,158.76
85.73,249.48
88.9,229.06
88.9,217.72
85.73,192.78
86.64,190.51
92.99,215.46
99.34,190.51
99.34,183.7
107.5,265.35
108.86,229.06
101.6,233.6
104.78,229.06
107.05,208.65
102.51,197.31
106.14,147.42
113.4,219.99
111.13,219.99
113.4,183.7
116.57,179.17
116.57,183.7
123.83,165.56
115.67,163.29
140.16,249.48
146.96,226.8
136.53,226.8
136.98,206.38
137.44,210.92
51.62,154.22
50.53,142.88
51.17,127.01
51.35,115.67
51.53,104.33
48.72,99.79
41.46,95.25
51.44,
55.25,147.42
53.25,158.76
55.43,131.54
55.25,131.54
55.47,127.01
55.16,99.79
54.43,129.27
59.42,199.58
59.87,181.44
56.43,158.76
57.97,142.88
58.97,106.59
65.95,197.31
64.5,179.17
65.77,151.95
61.14,154.22
61.51,163.29
66.32,167.83
66.86,136.08
66.13,142.88
65.5,136.08
62.87,136.08
66.22,142.88
62.14,122.47
66.32,102.06
63.87,136.08
73.12,256.28
72.57,190.51
70.13,165.56
69.04,149.69
73.57,174.63
74.84,172.37
74.84,158.76
72.85,158.76
70.4,154.22
67.22,147.42
72.12,149.69
67.68,147.42
68.22,140.61
74.84,133.81
68.31,113.4
72.94,102.06
72.67,147.42
73.39,190.51
75.39,251.74
80.83,226.8
79.38,219.99
76.84,204.12
81.28,201.85
79.29,172.37
79.83,183.7
80.29,188.24
75.93,163.29
77.56,136.08
79.83,131.54
78.65,102.06
82.74,208.65
82.46,195.04
83.55,188.24
85.82,172.37
84.01,149.69
86.82,163.29
88.99,147.42
84.37,138.35
87.72,140.61
84.91,99.79
83.91,104.33
87.54,
88.81,
83.82,
88.9,183.7
93.98,265.35
98.52,258.55
91.35,244.94
95.98,208.65
95.35,204.12
99.79,188.24
95.44,176.9
93.44,179.17
92.71,156.49
90.36,140.61
96.25,122.47
90.72,131.54
91.53,113.4
97.25,106.59
99.7,
96.52,278.96
95.62,195.04
94.35,158.76
106.68,278.96
109.41,258.55
108.68,226.8
103.24,235.87
107.5,235.87
103.96,195.04
115.48,281.23
121.74,272.16
122.92,124.74
128.82,240.4
129.27,204.12
135.9,199.58
136.62,185.97
128.82,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
55.79,79.38
59.87,136.08
61.96,113.4
66.32,127.01
73.94,161.03
72.94,167.83
74.39,127.01
68.49,142.88
80.74,224.53
80.65,170.1
79.83,151.95
78.93,138.35
78.83,108.86
79.47,133.81
79.29,111.13
82.1,
88.09,181.44
85.82,142.88
85.55,133.81
89.36,147.42
96.16,233.6
99.79,190.51
92.26,138.35
98.88,
109.77,
120.11,176.9
123.92,183.7
111.22,113.4
131.54,226.8
126.37,165.56
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
50.8,97.52
55.16,124.74
59.42,158.76
66.68,158.76
64.86,122.47
73.39,161.03
74.84,142.88
68.49,81.65
81.65,183.7
75.93,149.69
79.38,147.42
77.11,102.06
80.29,115.67
83.46,145.15
87.54,145.15
99.34,158.76
97.79,163.29
99.79,
106.14,115.67
110.13,183.7
127.01,
,
,
,
,
,
,
,
47.63,138.35
50.17,133.81
47.26,102.06
42.82,77.11
54.88,172.37
53.8,115.67
54.61,120.2
59.69,208.65
59.78,151.95
55.97,147.42
58.88,149.69
56.79,136.08
58.79,142.88
59.69,111.13
58.88,102.06
55.97,131.54
67.13,231.33
67.13,192.78
67.04,165.56
65.77,170.1
66.41,172.37
65.23,170.1
65.86,167.83
62.69,183.7
60.24,158.76
64.59,158.76
64.86,165.56
65.86,142.88
64.59,131.54
65.68,151.95
66.77,136.08
64.32,131.54
62.41,129.27
66.95,117.93
63.68,156.49
67.13,122.47
74.3,254.01
72.48,233.6
70.31,226.8
72.85,217.72
74.03,188.24
70.58,197.31
68.95,195.04
68.86,195.04
70.94,190.51
70.03,179.17
70.67,185.97
74.12,183.7
73.57,199.58
73.12,167.83
69.4,183.7
73.94,154.22
71.58,156.49
72.12,163.29
72.57,106.59
74.12,124.74
69.94,120.2
69.58,158.76
80.74,272.16
81.65,272.16
82.1,231.33
80.74,249.48
76.84,224.53
78.2,206.38
76.57,197.31
80.29,219.99
82.1,219.99
79.29,210.92
76.29,192.78
80.92,181.44
81.92,188.24
81.92,192.78
81.37,176.9
81.37,172.37
80.38,142.88
80.01,167.83
81.56,165.56
76.84,174.63
80.92,163.29
81.37,147.42
76.48,156.49
75.21,145.15
79.56,142.88
82.1,
87.63,285.76
89.27,240.4
88.54,260.82
83.19,199.58
89.09,213.19
84.73,204.12
88.99,192.78
87.54,183.7
86.82,195.04
86.91,185.97
88.27,188.24
88,183.7
88.99,197.31
89.54,192.78
83.55,183.7
86.91,170.1
85.91,158.76
87.63,142.88
83.64,136.08
85.73,149.69
89.81,
89.81,
89.81,
98.97,317.51
95.71,258.55
99.79,276.69
90.81,210.92
95.53,204.12
94.62,208.65
90.99,217.72
97.79,206.38
99.79,192.78
93.98,183.7
92.99,197.31
94.71,183.7
90.72,181.44
98.43,165.56
91.08,188.24
95.62,174.63
97.34,111.13
109.32,278.96
107.95,265.35
104.78,229.06
103.33,272.16
105.51,213.19
106.68,170.1
108.59,204.12
103.06,204.12
103.78,195.04
106.5,183.7
105.96,179.17
124.28,333.39
123.65,283.5
118.39,254.01
115.12,238.14
117.75,249.48
112.85,238.14
116.75,254.01
115.94,238.14
121.2,222.26
110.59,226.8
114.76,204.12
119.75,219.99
116.39,201.85
114.12,165.56
119.66,174.63
114.12,172.37
123.6,174.63
139.43,240.4
150.32,208.65
149.96,251.74
136.8,235.87
127.46,258.55
124.92,204.12
137.62,81.65
129,217.72
163.38,176.9
125.19,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
49.62,124.74
51.62,92.99
48.44,92.99
47.36,79.38
48.81,74.84
37.01,83.91
47.17,61.23
55.79,133.81
55.61,106.59
54.7,95.25
55.43,106.59
54.07,99.79
52.71,83.91
53.34,129.27
58.6,154.22
56.25,156.49
58.69,136.08
59.87,136.08
59.78,124.74
56.97,117.93
67.13,208.65
66.95,188.24
67.04,195.04
65.32,181.44
67.13,170.1
67.13,158.76
65.77,142.88
63.5,142.88
65.59,142.88
64.05,133.81
60.15,142.88
67.13,142.88
67.09,133.81
66.41,124.74
61.96,117.93
66.41,115.67
67.09,115.67
66.95,124.74
66.32,113.4
66.5,120.2
62.05,92.99
63.14,124.74
73.66,235.87
73.94,204.12
68.95,226.8
74.3,188.24
74.12,183.7
70.58,188.24
72.39,185.97
68.49,165.56
74.66,158.76
72.48,156.49
67.4,167.83
72.3,151.95
70.13,179.17
73.21,140.61
74.57,136.08
71.76,133.81
68.67,124.74
69.49,145.15
74.48,129.27
70.58,127.01
67.68,115.67
71.67,122.47
69.04,99.79
76.84,213.19
81.37,215.46
81.74,190.51
76.11,190.51
78.47,195.04
77.38,188.24
78.02,181.44
81.37,174.63
81.47,165.56
78.56,154.22
82.01,167.83
81.1,136.08
81.19,151.95
76.2,136.08
75.48,138.35
77.66,129.27
75.93,142.88
81.01,136.08
86.91,238.14
89.18,199.58
86.45,204.12
89.18,213.19
88.9,192.78
83.73,215.46
87.09,190.51
88.72,183.7
89.63,199.58
89.09,199.58
87.91,185.97
85.91,147.42
86.64,161.03
86.18,158.76
85.46,136.08
82.83,149.69
89.81,113.4
86.36,99.79
82.55,92.99
99.79,260.82
96.25,249.48
94.08,240.4
98.16,208.65
98.25,201.85
91.53,185.97
97.79,183.7
92.62,199.58
94.53,201.85
96.62,172.37
96.8,170.1
94.71,190.51
97.07,158.76
91.9,174.63
98.34,161.03
94.44,181.44
94.08,147.42
92.9,151.95
95.71,145.15
97.25,127.01
93.53,129.27
95.16,136.08
94.98,106.59
106.32,249.48
105.32,233.6
107.68,226.8
109.32,240.4
109.32,231.33
106.14,204.12
101.7,204.12
103.15,197.31
107.95,199.58
103.33,163.29
103.69,165.56
101.51,163.29
104.78,149.69
107.14,158.76
106.96,142.88
107.32,149.69
106.59,113.4
107.14,115.67
104.87,142.88
116.39,263.08
122.02,219.99
115.21,226.8
124.1,183.7
112.49,181.44
117.48,199.58
110.68,192.78
114.94,183.7
114.58,
114.03,272.16
125.01,292.57
135.44,249.48
135.71,229.06
129.91,233.6
131.81,226.8
147.24,206.38
131.81,183.7
134.26,156.49
140.16,158.76
134.63,104.33
51.71,163.29
46.72,138.35
43.64,97.52
55.79,142.88
54.43,140.61
54.57,92.99
59.24,99.79
58.01,113.4
58.97,102.06
65.27,183.7
65.09,124.74
65.32,
60.69,
63.5,149.69
74.84,254.01
69.72,219.99
72.12,204.12
73.94,210.92
74.3,170.1
71.17,156.49
81.6,242.67
82.1,217.72
82.1,206.38
79.38,195.04
82.1,222.26
79.2,195.04
82.1,188.24
78.47,181.44
80.29,154.22
82.1,142.88
77.11,131.54
81.65,188.24
89.22,260.82
84.78,219.99
87.09,204.12
89.81,204.12
89.81,192.78
87.09,181.44
87.54,165.56
88.45,151.95
86.64,136.08
83.46,102.06
89.81,
99.79,238.14
94.35,226.8
95.07,206.38
97.98,170.1
109.77,249.48
109.32,242.67
109.77,226.8
109.77,226.8
106.14,185.97
107.05,174.63
105.69,172.37
122.92,256.28
113.53,238.14
124.74,249.48
117.93,229.06
121.79,204.12
124.74,229.06
175.99,176.9
137.89,
48.53,113.4
47.9,97.52
44.91,61.23
54.88,133.81
54.98,113.4
54.88,99.79
55.79,79.38
59.06,115.67
59.78,115.67
59.87,102.06
58.97,108.86
57.61,81.65
57.61,92.99
59.87,
67.13,165.56
66.68,161.03
66.22,158.76
63.05,129.27
64.41,136.08
65.32,115.67
64.41,111.13
65.32,
60.78,
60.78,
62.6,
64.95,
64.32,
74.84,176.9
73.03,181.44
67.81,188.24
73.94,156.49
70.13,115.67
73.48,102.06
74.84,92.99
72.12,
69.4,
81.65,165.56
77.56,170.1
80.38,140.61
76.2,138.35
76.66,142.88
81.01,
77.11,
87.54,170.1
89.81,127.01
83.91,
96.16,158.76
98.88,
100.7,167.83
103.87,154.22
104.78,
105.32,172.37
113.81,238.14
118.84,195.04
121.56,158.76
112.49,219.99
125.65,272.16
145.15,272.16
129.27,235.87
164.2,235.87
127.46,183.7
132,190.51
51.53,120.2
51.71,90.72
47.99,74.84
55.79,127.01
55.47,122.47
55.52,120.2
53.61,97.52
54.98,
59.24,140.61
59.6,136.08
59.69,117.93
59.01,113.4
59.87,102.06
59.83,95.25
58.33,106.59
58.2,
65.86,138.35
63.05,158.76
63,122.47
65.32,124.74
67.04,102.06
63.96,111.13
62.14,102.06
71.67,181.44
74.3,174.63
74.66,158.76
74.03,165.56
70.85,151.95
70.94,167.83
70.31,106.59
74.48,90.72
78.83,192.78
82.1,190.51
79.15,170.1
76.84,158.76
87.45,233.6
87.63,199.58
89.04,195.04
88.13,174.63
88.45,183.7
89.81,151.95
97.79,229.06
91.85,167.83
98.02,167.83
98.25,158.76
97.43,149.69
93.08,158.76
96.89,158.76
92.26,124.74
101.51,167.83
103.78,165.56
101.7,151.95
102.19,156.49
106.5,129.27
102.1,167.83
113.44,233.6
122.7,204.12
118.02,206.38
122.2,165.56
113.22,163.29
123.92,165.56
111.18,
151.5,222.26
141.66,181.44
127.46,183.7
129.91,181.44
135.94,165.56
128.87,156.49
134.63,
48.99,142.88
49.9,124.74
51.62,113.4
51.07,106.59
51.44,108.86
51.71,115.67
46.9,117.93
50.71,111.13
55.79,183.7
54.98,140.61
55.79,124.74
54.7,127.01
54.07,108.86
59.15,199.58
59.15,176.9
59.06,147.42
58.51,156.49
59.42,142.88
59.78,142.88
59.87,113.4
58.33,127.01
58.42,111.13
58.97,102.06
67.13,172.37
65.32,163.29
66.04,158.76
67.13,170.1
66.41,156.49
61.42,158.76
66.77,136.08
65.41,142.88
67.13,131.54
62.6,147.42
65.86,120.2
62.23,111.13
63.68,124.74
62.78,108.86
67.13,106.59
62.87,117.93
66.13,108.86
60.42,108.86
63.87,102.06
73.39,210.92
74.03,192.78
73.84,181.44
74.84,174.63
72.48,170.1
70.31,158.76
72.85,161.03
70.85,172.37
68.4,181.44
73.66,149.69
67.59,136.08
72.3,140.61
74.3,156.49
74.39,161.03
70.85,124.74
69.4,120.2
71.76,113.4
71.85,99.79
67.77,83.91
72.85,113.4
82.1,233.6
76.2,235.87
81.19,192.78
78.93,188.24
78.29,192.78
79.56,204.12
81.28,179.17
80.74,176.9
80.47,158.76
80.65,165.56
76.02,165.56
78.93,149.69
76.75,149.69
75.93,136.08
77.56,142.88
81.19,145.15
81.01,147.42
75.39,97.52
75.57,106.59
82.1,
87.63,240.4
85.73,233.6
86.09,240.4
88.09,231.33
88.36,181.44
86.82,172.37
86.09,170.1
88.72,158.76
84.55,156.49
82.74,154.22
88.36,117.93
85.28,108.86
86.82,
98.52,226.8
95.44,229.06
92.35,222.26
99.43,204.12
91.44,195.04
91.26,188.24
98.61,181.44
99.79,201.85
93.53,174.63
98.79,183.7
98.25,151.95
96.43,161.03
94.98,142.88
94.98,158.76
97.16,149.69
97.43,158.76
95.8,151.95
97.7,120.2
93.17,81.65
96.8,165.56
102.87,260.82
109.59,235.87
109.04,226.8
107.41,226.8
100.33,199.58
103.24,206.38
105.05,176.9
104.24,181.44
103.51,176.9
102.15,172.37
100.88,158.76
108.68,163.29
103.33,127.01
109.77,111.13
101.88,154.22
105.41,104.33
114.58,263.08
113.13,204.12
113.67,204.12
116.48,231.33
118.66,215.46
118.84,199.58
123.38,190.51
117.21,204.12
124.47,195.04
113.4,179.17
113.94,170.1
122.02,156.49
120.38,149.69
118.75,226.8
134.17,272.16
158.49,242.67
126.19,249.48
141.88,235.87
132,217.72
131.36,249.48
150.41,249.48
139.98,192.78
125.46,204.12
128.82,183.7
128.91,188.24
158.94,170.1
138.16,172.37
132.09,226.8
128.64,
49.9,124.74
53.98,195.04
55.79,142.88
52.16,90.72
55.79,79.38
59.42,138.35
58.97,142.88
57.61,142.88
59.42,113.4
58.51,138.35
58.51,129.27
66.13,167.83
64.59,165.56
64.41,170.1
65.77,147.42
63.96,136.08
64.86,129.27
65.32,117.93
63.05,113.4
70.76,188.24
73.94,188.24
69.4,165.56
68.04,136.08
68.95,129.27
71.67,
72.57,158.76
69.4,174.63
79.83,183.7
79.83,167.83
80.74,167.83
78.02,163.29
75.75,102.06
79.38,106.59
78.02,
78.93,
88.9,208.65
88.9,231.33
84.82,163.29
85.73,181.44
85.28,151.95
88.45,129.27
87.54,142.88
84.82,129.27
85.73,138.35
86.64,
90.72,231.33
92.08,204.12
92.53,181.44
97.52,172.37
94.35,
104.78,231.33
103.42,201.85
107.05,208.65
106.14,199.58
105.69,172.37
107.95,149.69
122.02,276.69
115.67,210.92
120.66,222.26
112.49,111.13
138.8,217.72
125.65,254.01
158.76,208.65
130.18,183.7
143.34,113.4
,
51.35,129.27
50.17,99.79
49.26,106.59
48.72,90.72
49.8,92.99
48.81,81.65
48.17,77.11
51.71,
51.71,
51.44,133.81
54.61,117.93
54.79,113.4
55.79,
55.79,
55.61,147.42
55.79,
58.42,190.51
59.87,174.63
59.87,181.44
59.06,147.42
57.24,165.56
58.79,156.49
59.51,151.95
58.97,136.08
57.15,131.54
58.69,136.08
59.06,129.27
57.97,129.27
56.88,106.59
58.15,124.74
57.79,117.93
58.24,92.99
59.87,
59.87,
62.96,170.1
63.78,176.9
65.86,174.63
67.13,170.1
62.41,158.76
63.14,147.42
61.78,149.69
65.05,133.81
63.5,154.22
65.5,133.81
62.14,124.74
63.59,115.67
66,120.2
62.87,99.79
60.33,111.13
64.86,167.83
66.95,142.88
65.41,115.67
67.13,
67.13,
66.59,
74.21,199.58
73.12,181.44
71.49,174.63
74.84,181.44
74.12,176.9
72.21,154.22
73.12,154.22
71.94,138.35
71.21,131.54
71.49,122.47
71.12,117.93
74.84,129.27
69.58,117.93
74.03,122.47
72.21,120.2
73.21,142.88
70.4,102.06
74.84,
74.84,
74.84,
68.31,170.1
70.76,
69.4,174.63
74.39,
74.12,
74.84,117.93
